,Headline,Date
57779,                                                           Earth Day Climate Summit Starts on Thursday. Here’s What to Expect.                          ,2021-04-21 15:23:00
59940,                                                           Regeneron and 4 More Biopharma Stocks That Look Cheap                          ,2021-04-21 17:39:00
59941,                                                           Pfizer Inc. stock outperforms market on strong trading day                          ,2021-04-21 17:15:00
59942,                                                           Pfizer says it has uncovered counterfeit COVID vaccine distribution in Poland and Mexico                          ,2021-04-21 08:24:00
59943,"                                                           Pfizer Inc. stock rises Tuesday, outperforms market                          ",2021-04-20 17:16:00
59944,"                                                           Young, healthy adults will be deliberately reinfected with COVID-19 to boost vaccine development                          ",2021-04-20 16:19:00
59945,"                                                           Johnson & Johnson vaccine should get blood-clot warning, European agency says                          ",2021-04-20 10:27:54
59946,                                                           Pfizer Inc. stock outperforms competitors on strong trading day                          ,2021-04-19 17:16:00
59947,"                                                           U.S. COVID-19 vaccine program meets key goal, but India cases and Brazil deaths worry experts                          ",2021-04-19 15:05:00
59948,                                                           Biogen Stock Could Rise 85%. Two Drugs Are Critical.                          ,2021-04-19 10:03:00
59949,                                                           J&J’s Vaccine Pause Could Have Ripple Effects for the World                          ,2021-04-19 07:54:00
59950,                                                           Half of all adults in U.S. have received at least one COVID-19 shot                          ,2021-04-18 16:30:00
59951,                                                           2 Biotech Start-Ups Are Searching for Cancer’s Hidden Weaknesses. What to Know.                          ,2021-04-18 08:30:00
59952,                                                           More than 3 million people have died of COVID-19 and more than 140 million have been infected                          ,2021-04-17 09:34:00
59953,"                                                           Getting COVID creates far higher risk of rare blood clots than vaccines, Oxford study finds                          ",2021-04-17 09:03:00
59954,"                                                           Visteon Looks Good, but Its Shares Are Too Pricey                          ",2021-04-16 20:39:00
59955,"                                                           Pfizer Inc. stock rises Friday, outperforms market                          ",2021-04-16 17:15:00
59956,                                                           The Dow Rose 165 Points Because Everything Came Up Roses                           ,2021-04-16 16:44:00
59957,"                                                           Moderna, Pfizer Rebuffed J&J Proposal for Joint Vaccine Safety Exam, WSJ Reports                          ",2021-04-16 10:25:00
59958,"                                                           Covid-19 Disease Triggers More Ultra-Rare Blood Clots Than Vaccines, Study Finds                          ",2021-04-15 15:42:00
59959,"                                                           J&J Vaccine Pause Could Boost Pfizer, Moderna Stock                          ",2021-04-15 10:06:00
62160,                                                           Buy Novavax Because It Could Be About to Score With J&J’s Covid-19 Vaccine on the Sidelines                          ,2021-04-16 09:22:00
62161,                                                           J&J privately asked rival COVID-19 vaccine makers to probe clotting risks                          ,2021-04-16 08:44:00
62162,                                                           Pfizer’s CEO believes people will need COVID-19 vaccination shots every year                          ,2021-04-15 17:43:00
62163,                                                           Pfizer CEO Says a Covid Booster Shot Will Likely Be Needed                          ,2021-04-15 17:29:00
62164,                                                           Pfizer Inc. stock outperforms market on strong trading day                          ,2021-04-15 17:15:00
62165,                                                           Blood clots as prevalent with Pfizer and Moderna vaccine as with AstraZeneca's: study                          ,2021-04-15 06:05:54
62166,                                                           Denmark becomes first country to permanently stop use of AstraZeneca vaccine                          ,2021-04-15 04:49:00
62167,"                                                           Pfizer Inc. stock rises Wednesday, outperforms market                          ",2021-04-14 17:16:00
62168,                                                           Moderna and Novavax added to ‘mix and match’ COVID-19 vaccine trial                          ,2021-04-14 16:01:00
62169,                                                           Pfizer Will Send More Vaccine Doses After J&J Pause                          ,2021-04-14 11:00:00
62170,                                                           EU moves up delivery for 50 million BioNTech and Pfizer COVID-19 vaccine doses                          ,2021-04-14 08:46:46
62171,                                                           An Israeli study says a COVID-19 variant can still infect vaccinated people — here’s what Fauci says the research means                          ,2021-04-14 07:18:00
62172,                                                           Johnson & Johnson Vaccine Pause: What to Know If You Got or Scheduled the Shot                          ,2021-04-13 17:56:00
62173,"                                                           Pfizer Inc. stock rises Tuesday, outperforms market                          ",2021-04-13 17:16:00
62174,                                                           Moderna says that it COVID-19 vaccine continues to show 'strong efficacy'                           ,2021-04-13 16:59:54
62175,"                                                           Pfizer ramps up COVID-19 vaccine production for the U.S., CEO says                          ",2021-04-13 16:45:04
62176,"                                                           Moderna COVID-19 vaccine rollout begins in England, giving under 30s alternative to AstraZeneca                          ",2021-04-13 16:00:00
62177,                                                           Biden says U.S. has enough vaccines for 'every single' American                           ,2021-04-13 15:11:52
62178,                                                           The J&J Vaccine Just Got Paused. ‘These Adverse Events Appear to Be Extremely Rare.’                          ,2021-04-13 11:41:00
62179,"                                                           Moderna, BioNTech stocks surge after regulators halt use of J&J vaccine                           ",2021-04-13 10:06:07
64420,                                                           Johnson & Johnson Vaccine Paused on Blood Clot Concerns. What to Know.                          ,2021-04-13 08:22:00
64421,"                                                           Pfizer Inc. stock rises Monday, outperforms market                          ",2021-04-12 17:15:00
64422,"                                                           COVID-19 cases keep surging in some U.S. states, and Michigan governor continues plea for more vaccines as shots in arms hits daily record                          ",2021-04-12 15:21:00
64423,"                                                           One Strain Better Than Others at Infecting People Dosed With Pfizer Vaccine, Study Shows                          ",2021-04-12 09:55:00
64424,                                                           Pfizer Inc. stock outperforms market on strong trading day                          ,2021-04-09 17:15:00
64425,                                                           2 More Biotechs Hit the Market Today. Here’s How They Did.                          ,2021-04-09 16:58:00
64426,"                                                           Dow, S&P 500 end at record highs, extend win streak to 3 weeks in a row despite inflation concerns                          ",2021-04-09 16:31:00
64427,                                                           Pfizer asks FDA to expand COVID-19 vaccine authorization to include 12- to 15-year-olds                          ,2021-04-09 13:59:28
64428,"                                                           Pfizer Inc. stock rises Thursday, still underperforms market                          ",2021-04-08 17:15:00
64429,                                                           Europe’s vaccine woes continue as Spain and Italy halt use of AstraZeneca shot for under-60s                          ,2021-04-08 15:55:00
64430,                                                           Global COVID-19 cases top 133 million as Brazil and India become flashpoints                          ,2021-04-08 14:14:00
64431,                                                           Covid-19 Vaccines Are Ramping Up. That Could Fuel Gains For Danaher Stock.                          ,2021-04-08 12:54:00
64432,"                                                           Pfizer Inc. stock falls Wednesday, underperforms market                          ",2021-04-07 17:16:00
64433,                                                           CDC says now-dominant variant poses risk even with nearly 20% of U.S. fully vaccinated                          ,2021-04-07 13:50:00
64434,"                                                           EU and U.K. regulators say AstraZeneca vaccine is safe, but Brits under 30 to be offered alternative shot                          ",2021-04-07 11:48:00
64435,                                                           Pfizer’s Xeljanz Faces Canadian Review Amid More Scrutiny of JAK Inhibitors                          ,2021-04-07 10:14:00
64436,                                                           Anthem to provide employees with an incentive to be fully vaccinated against COVID-19                          ,2021-04-07 08:32:49
64437,                                                           Pfizer says FDA review time for dermatitis drug candidate has been extended                          ,2021-04-07 08:01:54
64438,                                                           U.K. rollout of Moderna COVID-19 vaccine begins in Wales                          ,2021-04-07 06:33:54
64439,"                                                           Pfizer Inc. stock falls Tuesday, underperforms market                          ",2021-04-06 17:16:00
66720,"                                                           Biden advances timeline for COVID vaccine eligibility as experts warn Americans, ‘the war is not yet won’                          ",2021-04-06 15:02:00
66721,                                                           Research letter indicates that Moderna's COVID-19 vaccine has efficacy past 6 months                           ,2021-04-06 13:14:37
66722,                                                           Pfizer Inc. stock underperforms Monday when compared to competitors                          ,2021-04-05 17:15:00
66723,                                                           U.S. COVID vaccine program speeds up to about 3 million doses a day in the past week                          ,2021-04-05 14:50:00
66724,                                                           Pfizer Negotiating Deal to Sell More Covid-19 Vaccines to Israel                          ,2021-04-05 13:37:00
66725,"                                                           Corporations gave over $50 million to voting restriction backers, despite executives’ recent activism                          ",2021-04-05 11:53:00
66726,                                                           BioNTech Stock Has Surged on Covid Vaccine. Its Next Big Hit Might Take a While.                          ,2021-04-05 08:16:00
66727,                                                           CDC offers travel advice to vaccinated Americans — but stops short of saying it’s OK to get on a plane                          ,2021-04-05 07:42:00
66728,"                                                           Global tally of COVID cases edges closer to 130 million, as Fauci says U.S. may not need AstraZeneca vaccine                          ",2021-04-02 13:57:00
66729,                                                           Pfizer warns EU bureaucracy is holding back worldwide vaccine efforts                          ,2021-04-02 12:35:00
66730,                                                           FDA Eases Storage Restrictions for Moderna’s Covid-19 Vaccine                          ,2021-04-02 09:44:00
66731,"                                                           U.S. May Not Need AstraZeneca Vaccine, Fauci Tells Reuters                          ",2021-04-02 08:14:00
66732,                                                           Fauci says U.S. may not even need AstraZeneca’s COVID-19 vaccine: report                          ,2021-04-01 20:42:00
66733,"                                                           Pfizer Inc. stock rises Thursday, still underperforms market                          ",2021-04-01 17:16:00
66734,                                                           Pfizer Warns EU Bureaucracy Is Holding Back Worldwide Vaccine Efforts                          ,2021-04-01 15:45:00
66735,                                                           Pfizer and BioNTech say their COVID-19 vaccine is safe and highly effective — including against South Africa variant                          ,2021-04-01 14:29:00
66736,                                                           Pfizer Trials Show Vaccine Is Effective for At Least Six Months                          ,2021-04-01 13:24:00
66737,"                                                           Pfizer, BioNTech say study of COVID-19 patients six months after second vaccine dose proved it is safe and effective                          ",2021-04-01 07:02:34
66738,Pfizer and BioNTech vaccine 100% effective in preventing COVID cases against South Africa variant,2021-04-01 06:52:46
66739,Pfizer and BioNTech says vaccine 100% effective in preventing severe COVID,2021-04-01 06:52:09
69060,Pfizer and BioNTech says analysis of 927 COVID cases showed vaccine has 91.3% efficacy 6 months after second dose,2021-04-01 06:51:33
69061,Pfizer and BioNTech confirm high efficacy and no serious safety concerns up to 6 months after second vaccine dose,2021-04-01 06:50:55
69062,"                                                           Pfizer Inc. stock rises Wednesday, still underperforms market                          ",2021-03-31 17:16:00
69063,"                                                           Global COVID case tally climbs for fifth straight week, highlighting need to ensure vaccine equity                          ",2021-03-31 13:55:00
69064,"                                                           Pfizer’s Covid-19 Vaccine Is 100% Effective in Adolescents, Company Says                          ",2021-03-31 07:53:00
69065,                                                           Pfizer and BioNTech say COVID-19 vaccine was 100% effective in Phase 3 trial in adolescents                          ,2021-03-31 07:35:07
69066,BioNTech shares jump 3% premarket,2021-03-31 06:48:27
69067,"Pfizer-BioNTech to submit data to FDA, EMA soon to request expansion of emergency use authorization",2021-03-31 06:47:36
69068,Pfizer-BioNTech say trial showed 100% efficacy and robust antibody responses in 12 to 15 year olds,2021-03-31 06:47:05
69069,Pfizer and BioNTech announce positive results in COVID vaccine trial involving adolescents,2021-03-31 06:46:23
69070,                                                           Pfizer working on freeze-dried version of COVID-19 vaccine that doesn’t need ultracold storage                          ,2021-03-30 23:39:00
69071,"                                                           Pfizer Inc. stock falls Tuesday, underperforms market                          ",2021-03-30 17:16:00
69072,                                                           Investing Lessons From the Archegos Saga                          ,2021-03-30 08:11:00
69073,                                                           BioNTech Expects $11.5 Billion in Covid-19 Vaccine Revenue                          ,2021-03-30 07:58:00
69074,                                                           More than a dozen states to open COVID-19 vaccines to all adults this week                          ,2021-03-29 20:15:00
69075,"                                                           Pfizer Inc. stock rises Monday, outperforms market                          ",2021-03-29 17:16:00
69076,"                                                           Pfizer, Moderna Vaccines Found 90% Effective in Real-World Study                          ",2021-03-29 16:35:00
69077,"                                                           U.S. COVID death toll nears 550,000 as Dr. Birx says most could have been avoided                          ",2021-03-29 14:42:00
69078,"                                                           Pfizer Inc. stock rises Friday, still underperforms market                          ",2021-03-26 17:16:00
69079,"                                                           BioNTech's Marburg facility gets EMA approval, boosting COVID-19 vaccine production capacity by a billion doses a year                          ",2021-03-26 10:04:47
71440,                                                           FDA Advisory Panel Says Risks Outweigh Benefits of Pfizer and Lilly’s Pain Drug                          ,2021-03-26 08:13:00
71441,"                                                           Corning to double production of glass vials for COVID vaccines to 150 million this year, holding 1.2 billion doses: WSJ                          ",2021-03-26 07:08:34
71442,"                                                           Pfizer Inc. stock rises Thursday, still underperforms market                          ",2021-03-25 17:16:00
71443,"                                                           Pfizer, Eli Lilly say experimental arthritis drug tanezumab hits FDA snag                          ",2021-03-25 16:12:43
71444,                                                           U.S. tops 30 million confirmed cases of COVID-19 as Biden pledges $10 billion investment to expand vaccine access                          ,2021-03-25 14:45:00
71445,                                                           Pfizer says Ibrance gives more survival time to some breast-cancer patients                          ,2021-03-25 07:32:38
71446,                                                           Pfizer Inc. stock outperforms market on strong trading day                          ,2021-03-24 17:16:00
71447,"                                                           AbbVie Inc. stock falls Wednesday, underperforms market                          ",2021-03-24 16:33:00
71448,                                                           Global tally of COVID-19 cases tops 124 million as EU curbs vaccine exports                          ,2021-03-24 13:57:00
71449,                                                           Hong Kong Halts Use of BioNTech Vaccine Over Packaging Issues                          ,2021-03-24 08:42:00
71450,"                                                           Coronavirus tally: Global cases of COVID-19 top 124 million and U.S. nears 544,000 fatalities                          ",2021-03-24 06:40:25
71451,                                                           Hong Kong suspends use of Pfizer vaccine over defective bottle lids                          ,2021-03-23 23:08:00
71452,                                                           Pfizer Inc. stock underperforms Tuesday when compared to competitors                          ,2021-03-23 17:16:00
71453,                                                           U.S. health agency says AstraZeneca may have included ‘outdated information’ when it released COVID-19 vaccine trial data                          ,2021-03-23 15:35:00
71454,                                                           Global case tally for COVID-19 nears 124 million as U.S. health experts question AstraZeneca trial data                          ,2021-03-23 14:23:00
71455,                                                           Pfizer Will Test a Pill to Kill the Covid-19 Virus                          ,2021-03-23 12:42:00
71456,                                                           Pfizer starts early-stage study of oral COVID-19 treatment                          ,2021-03-23 12:30:21
71457,                                                           Pfizer Inc. stock outperforms market on strong trading day                          ,2021-03-22 17:15:00
71458,"                                                           U.S. on track to almost triple vaccine output in March, as new variants pressure Europe and Brazil                          ",2021-03-22 14:22:00
71459,                                                           U.S. production of COVID-19 vaccine dramatically speeds up                          ,2021-03-21 19:31:00
73860,                                                           Pfizer Inc. stock underperforms Friday when compared to competitors                          ,2021-03-19 17:15:00
73861,"                                                           Daily COVID-19 cases rise back above 60,000 as President Biden hails vaccination efforts                          ",2021-03-19 15:05:00
73862,"                                                           Pfizer Inc. stock falls Thursday, still outperforms market                          ",2021-03-18 17:16:00
73863,"                                                           U.S. in a race between vaccinations and the potential next surge, Dr. Fauci says                          ",2021-03-18 14:34:00
73864,                                                           Why Goldman says the AstraZeneca vaccine suspension isn’t a game changer for growth                          ,2021-03-18 11:33:00
73865,"                                                           Pfizer Inc. stock falls Wednesday, underperforms market                          ",2021-03-17 17:16:00
73866,"                                                           Amid vaccine hurdles, EU battles to save summer vacations with COVID travel pass                          ",2021-03-17 16:01:00
73867,"                                                           COVID-19 vaccines get an endorsement from Trump, as daily U.S. deaths rise back above 1,000                          ",2021-03-17 15:29:00
73868,                                                           Biopharma Stocks Aren’t Getting a Lot of Credit. Here Are 5 of the Most Undervalued.                          ,2021-03-17 13:48:00
73869,                                                           More States Open Vaccinations to All                          ,2021-03-17 08:30:00
73870,                                                           Pfizer Inc. stock outperforms competitors on strong trading day                          ,2021-03-16 17:18:00
73871,                                                           EU regulator says ‘no indication’ AstraZeneca vaccine causes blood clots                          ,2021-03-16 15:55:00
73872,"                                                           Moderna starts COVID-19 vaccine candidate testing on children, as U.S. cases and deaths tick up                          ",2021-03-16 14:05:00
73873,                                                           Moderna Begins Testing Covid-19 Vaccine In Children                          ,2021-03-16 07:40:00
73874,                                                           European Commission to accelerate delivery of 10 million doses from Pfizer and BioNTech                          ,2021-03-16 06:21:16
73875,"                                                           COVID-19 cases top 120 million globally, and U.S. accounts for one-quarter of the total                          ",2021-03-15 14:58:00
73876,                                                           Germany and France become latest countries to halt use of AstraZeneca COVID-19 vaccine over blood clot concerns                          ,2021-03-15 13:49:00
73877,                                                           Big Pharma Battled the Pandemic. The Stocks Are Cheap.                          ,2021-03-15 08:43:00
73878,                                                           The backlash against Johnson & Johnson’s COVID-19 vaccine is real and risky — here’s exactly how to make the rollout a success                          ,2021-03-13 14:26:00
73879,                                                           Novavax Stock Jumps on Final Data From U.K. Vaccine Trial                          ,2021-03-12 09:43:00
76320,                                                           Biotech stocks are a buy — especially these 18 picks                          ,2021-03-13 13:02:00
76321,                                                           Pfizer Inc. stock outperforms competitors on strong trading day                          ,2021-03-12 17:07:00
76322,"                                                           Pfizer CEO compensation jumped 17% in 2020, as COVID-19 vaccine was developed but stock fell                          ",2021-03-12 14:31:28
76323,                                                           World Health Organization grants emergency use authorization to Johnson & Johnson vaccine                          ,2021-03-12 11:25:07
76324,Pfizer CEO Bourla 2020 compensation more than doubled from 2018 compensation of $9.85 mln,2021-03-12 09:46:19
76325,"Pfizer CEO Bourla 2020 compensation $21.03 mln, up 17% from 2019",2021-03-12 09:45:27
76326,                                                           Sanofi and Translate Bio Begin Clinical Trials of mRNA-Based Covid-19 Vaccine                          ,2021-03-12 08:12:00
76327,"                                                           Americans debate what COVID-19 vaccine they want, but Fauci says to take what’s available to you                          ",2021-03-12 07:28:00
76328,                                                           WHO declared a pandemic one year ago today                          ,2021-03-12 06:59:00
76329,"                                                           Pfizer Inc. stock falls Thursday, underperforms market                          ",2021-03-11 17:07:00
76330,                                                           Brazil’s Covid-19 Crisis Could Pose Trouble for a Global Travel Recovery. Here’s Why.                          ,2021-03-11 12:58:00
76331,"                                                           Moderna Doses First Subject in Covid-19 Booster Vaccine Trial, and Its Stock Is Rising                          ",2021-03-11 10:21:00
76332,"                                                           Pfizer, BioNTech real-world study shows COVID-19 vaccine 'dramatically' lowers cases, hospitalizations and deaths                          ",2021-03-11 06:56:19
76333,"Pfizer, BioNTech sees 'dramatically' lower rates of COVID-19 in people vaccinated",2021-03-11 06:47:42
76334,                                                           Pfizer Inc. stock outperforms market on strong trading day                          ,2021-03-10 17:07:00
76335,                                                           Pfizer and BioNTech Agree to Provide 4 Million More Vaccine Doses to Europe                          ,2021-03-10 15:36:00
76336,                                                           Biden to buy another 100 million doses of J&J vaccine as Alaska becomes first state to open eligibility to everyone aged 16 and over                          ,2021-03-10 14:24:00
76337,                                                           BioNTech Says It Could Supply 3 Billion Doses of Its Covid-19 Vaccine Next Year                          ,2021-03-10 08:29:00
76338,                                                           European Commission says Pfizer and BioNTech to supply 4 million more coronavirus vaccine doses                          ,2021-03-10 04:57:43
76339,"                                                           Pfizer Inc. stock rises Tuesday, still underperforms market                          ",2021-03-09 17:07:00
78820,                                                           Global tally of COVID cases tops 117 million as study finds Pfizer-BioNTech vaccine works against Brazil variant                          ,2021-03-09 11:42:00
78821,Pfizer stock price target cut to $38 from $40 at BofA Securities,2021-03-09 09:48:31
78822,"Walgreens to receive 1 mln COVID-19 vaccine doses from J&J, Moderna and Pfizer this week",2021-03-09 07:06:01
78823,"                                                           Pfizer-BioNTech vaccine neutralizes Brazil COVID-19 variant, study shows                          ",2021-03-09 02:19:00
78824,                                                           Pfizer Inc. stock outperforms market despite losses on the day                          ,2021-03-08 17:08:00
78825,                                                           Russian disinformation has a new target: vaccines made by Pfizer and other Western companies                          ,2021-03-08 17:08:00
78826,"                                                           Russian Intelligence Services Are Meddling in the Vaccine Market, WSJ Reports                          ",2021-03-08 14:30:00
78827,                                                           CDC says vaccinated people can gather indoors in small groups without masks                          ,2021-03-08 11:37:22
78828,                                                           25 stocks of companies backed by rapid earnings growth as the economy reopens                          ,2021-03-08 07:21:00
78829,"                                                           Biden expects stimulus payouts to begin yet this month, says bill passage speeds up vaccinations                          ",2021-03-06 14:30:17
78830,"                                                           Pfizer Inc. stock rises Friday, still underperforms market                          ",2021-03-05 17:07:00
78831,"                                                           In Reversal, Germany Will Give AstraZeneca’s Covid-19 Vaccine to Older Adults                          ",2021-03-05 09:54:00
78832,                                                           Pfizer Inc. stock outperforms competitors despite losses on the day                          ,2021-03-04 17:08:00
78833,"                                                           Moderna, IBM explore blockchain tech, AI to support 'smarter' management of COVID-19 vaccines                          ",2021-03-04 11:33:14
78834,                                                           Novartis Will Help Manufacture CureVac’s Covid-19 Vaccine                          ,2021-03-04 10:17:00
78835,"                                                           Pfizer Inc. stock rises Wednesday, outperforms market                          ",2021-03-03 17:08:00
78836,"                                                           Single dose of AstraZeneca or Pfizer COVID-19 vaccine cuts hospitalization risk by more than 80%, study shows                          ",2021-03-03 13:05:00
78837,                                                           U.S. Vaccine Shortage Could Soon End With Oversupply                          ,2021-03-03 08:53:00
78838,                                                           Biden Says U.S. Could Have Enough Vaccine Doses for Every American in May                          ,2021-03-03 08:46:00
78839,                                                           Biden moves up timeline for when enough vaccine doses will be available for all adults: now end of May                          ,2021-03-02 21:25:00
81360,                                                           Pfizer Inc. stock underperforms Tuesday when compared to competitors                          ,2021-03-02 17:08:00
81361,                                                           Renishaw shares soar 18% as engineer puts itself up for sale                          ,2021-03-02 15:52:00
81362,                                                           U.S. COVID vaccine supply to be boosted by Merck helping make J&J vaccine                          ,2021-03-02 14:36:00
81363,"                                                           Merck Will Help Make J&J’s Covid-19 Vaccine, Washington Post Reports                          ",2021-03-02 10:58:00
81364,"                                                           AstraZeneca’s Vaccine Works in Older Adults, UK Says                          ",2021-03-02 10:36:00
81365,                                                           Novavax Hopes to Start Supplying Covid Shots This Spring                          ,2021-03-01 19:17:00
81366,"                                                           Pfizer Inc. stock rises Monday, still underperforms market                          ",2021-03-01 17:08:00
81367,                                                           J&J CEO says Americans should start getting single-dose COVID vaccine within 48 hours                          ,2021-03-01 14:19:00
81368,                                                           Johnson & Johnson’s Vaccine Will Start Arriving on Tuesday                          ,2021-03-01 10:27:00
81369,                                                           Fauci Urges Americans to Take Johnson & Johnson Vaccine Despite Concerns                          ,2021-03-01 08:38:00
81370,                                                           J&J’s Covid-19 Vaccine Is Authorized. Here’s What It Means for the Stock.                          ,2021-03-01 08:21:00
81371,                                                           FDA Issues Emergency Use Authorization for J&J Covid-19 Vaccine                          ,2021-02-27 20:30:00
81372,                                                           How does the Johnson & Johnson COVID-19 vaccine compare with the Pfizer and Moderna shots?                          ,2021-02-27 18:46:00
81373,                                                           The Pandemic Tested Healthcare R&D. Now the Future Looks Bright.                          ,2021-02-26 19:24:00
81374,                                                           FDA Committee Votes in Favor Of Johnson &  Johnson’s Covid-19 Vaccine                          ,2021-02-26 17:54:00
81375,"                                                           FDA committee votes unanimously, says benefits of J&J's COVID-19 vaccine outweigh the risks                          ",2021-02-26 17:08:47
81376,"                                                           Pfizer Inc. stock falls Friday, underperforms market                          ",2021-02-26 17:07:00
81377,                                                           Global COVID cases top 113 million as FDA committee meets to vote on J&J vaccine                          ,2021-02-26 12:45:00
81378,                                                           An FDA Committee Meets Today to Discuss Johnson & Johnson’s Vaccine. Here’s What to Expect.                          ,2021-02-26 08:47:00
81379,"                                                           Coronavirus tally: Global cases of COVID-19 top 113 million and U.S. death toll atop 508,000                          ",2021-02-26 06:30:03
83940,"                                                           Crude Oil Prices Rally 30% in 2021, and Two More Numbers to Know                          ",2021-02-26 05:00:00
83941,                                                           Pfizer Inc. stock outperforms market on strong trading day                          ,2021-02-25 17:07:00
83942,                                                           Pfizer: FDA eases ultra-low temperature requirements for COVID-19 vaccine                           ,2021-02-25 16:42:42
83943,                                                           Positive news on COVID vaccines weighs against concerns over new variants                          ,2021-02-25 13:50:00
83944,                                                           Pfizer Will Test Third Dose of Vaccine to Protect Against Variants                          ,2021-02-25 12:40:00
83945,                                                           Pfizer Vaccine 94% Effective Across Age Groups in Israeli Study                          ,2021-02-25 10:33:00
83946,"                                                           Pfizer, BioNTech to test a COVID-19 vaccine booster against new SARS-CoV-2 variants                          ",2021-02-25 07:03:47
83947,"Pfizer, BioNTech evaluating how 3rd dose of COVID-19 vaccine affects SARS-CoV-2 variants",2021-02-25 06:48:16
83948,                                                           How Pfizer Plans to Combat Covid-19 Variants                          ,2021-02-24 18:06:00
83949,                                                           Pfizer Inc. stock underperforms Wednesday when compared to competitors                          ,2021-02-24 17:08:00
83950,                                                           Moderna Ships Updated Covid-19 Vaccine to NIH for Testing                          ,2021-02-24 16:12:00
83951,                                                           Global COVID cases fall for a sixth straight week as hopes for J&J vaccine are bolstered by FDA data                          ,2021-02-24 12:04:00
83952,                                                           Join Barron’s Healthcare Investing Roundtable today at noon with Pfizer’s chief scientist and others                          ,2021-02-24 08:52:00
83953,                                                           Half of Israelis Have at Least One Dose. It’s an Economic Test Case.                          ,2021-02-24 08:25:00
83954,"                                                           Pfizer Inc. stock falls Tuesday, underperforms market                          ",2021-02-23 17:07:00
83955,                                                           Vaccine Makers Promise More Supply as FDA Clears Path for Faster Updates                          ,2021-02-23 10:55:00
83956,                                                           J&J plans to deliver 20 million doses of its COVID-19 vaccine in the U.S. in March                          ,2021-02-23 08:56:45
83957,"                                                           U.S. COVID deaths top 500,000 as experts look to FDA meeting on J&J’s one-dose vaccine                          ",2021-02-23 07:30:00
83958,                                                           Pfizer Inc. stock outperforms market despite losses on the day                          ,2021-02-22 17:07:00
83959,                                                           Novavax Takes a Step  Toward Approval for Covid-19 Vaccine                          ,2021-02-22 10:05:00
86560,"                                                           Even one dose of Pfizer vaccine reduces coronavirus-infection risk, Public Health England says                          ",2021-02-22 16:01:00
86561,Public Health England: Two doses of Pfizer-BioNTech vaccine cuts infection risk by 85%,2021-02-22 10:36:42
86562,Public Health England: One dose of Pfizer-BioNTech vaccine cuts infection risk by 70%,2021-02-22 10:36:18
86563,"                                                           Viatris stock tumbles to pace S&P 500 losers after downbeat revenue, free cash flow outlooks                          ",2021-02-22 08:49:40
86564,                                                           COVID-19 is on the run — expect the pandemic to be under control by Memorial Day                          ,2021-02-22 08:17:00
86565,                                                           FDA committee to review J&J's COVID-19 vaccine candidate this week                          ,2021-02-22 07:46:40
86566,                                                           Scottish study finds up to 94% drop in COVID-19 hospitalization from vaccine use: reports                          ,2021-02-22 05:29:37
86567,                                                           Biden administration poised to dramatically ramp up coronavirus vaccinations                          ,2021-02-21 16:57:00
86568,                                                           U.K. says all adults will get first COVID-19 vaccination by July 31                          ,2021-02-21 16:27:00
86569,                                                           Join Us For Barron’s Healthcare Investing Roundtable on Feb. 24                          ,2021-02-21 09:00:00
86570,                                                           Vaccine trials have underrepresented people of color for the past decade — and many failed to even report demographic data                          ,2021-02-20 17:02:00
86571,                                                           22 additional dividend stocks that Warren Buffett might consider buying                          ,2021-02-20 09:25:00
86572,                                                           Blackstone Has Quietly Invested in Life Sciences for Years. Now Its Bet Could Pay Off.                          ,2021-02-19 17:32:00
86573,"                                                           Abbott Laboratories stock falls Friday, underperforms market                          ",2021-02-19 17:27:00
86574,                                                           Bristol Myers Squibb Co. stock outperforms competitors despite losses on the day                          ,2021-02-19 17:25:00
86575,"                                                           Pfizer Inc. stock falls Friday, underperforms market                          ",2021-02-19 17:08:00
86576,                                                           Biogen Inc. stock outperforms market on strong trading day                          ,2021-02-19 17:07:00
86577,"                                                           The Dow Rose 1 Point, but It Was a Great Day for Value Stocks                           ",2021-02-19 17:07:00
86578,                                                           Amgen Inc. stock outperforms competitors despite losses on the day                          ,2021-02-19 17:03:00
86579,                                                           Catalyst Pharmaceuticals Inc. stock outperforms market on strong trading day                          ,2021-02-19 17:03:00
89220,                                                           Biden says he’s open to making his $1.9 trillion aid plan ‘cheaper’                          ,2021-02-19 16:54:00
89221,"                                                           Merck & Co. Inc. stock falls Friday, underperforms market                          ",2021-02-19 16:53:00
89222,                                                           Incyte Corp. stock underperforms Friday when compared to competitors                          ,2021-02-19 16:35:00
89223,"                                                           AbbVie Inc. stock falls Friday, underperforms market                          ",2021-02-19 16:32:00
